# ----------------------------------------
# Assignment for SE
# 20210101-20210531
# ----------------------------------------
"
"
date,Campaign,POD-AJ: Installs,POD-AJ: First_Order (0w),POD-AJ: Second_order (0w),POD-AJ: Third_order (0w)
2021-05-30,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),59.0,16,5,6
2021-05-16,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),46.0,13,1,2
2021-03-25,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),35.0,10,1,0
2021-03-07,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),38.0,10,3,2
2021-02-14,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),73.0,10,2,1
2021-02-11,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),44.0,9,2,0
2021-03-19,Twitter_performance_PL_All_AppInstall_cpi_iOS_Installs_0_0_0_HQBudget_NoPromo_0_18032021 (f9nee),27.0,9,6,5
2021-05-28,Twitter_performance_ES_All_AppInstall_cpi_Android_KWLAL_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fgbg2),48.0,8,6,2
2021-05-31,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),28.0,8,4,2
2021-02-19,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),29.0,8,7,1
2021-02-21,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),43.0,8,7,3
2021-05-23,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),50.0,8,0,1
2021-02-20,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),37.0,8,1,2
2021-05-29,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),59.0,8,3,1
2021-05-27,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),25.0,7,5,2
2021-05-01,Twitter_performance_PT_All_AppInstall_cpi_iOS_Installs_0_0_0_DigitalBudget_NoPromo_0_25032021 (faht5),31.0,7,5,2
2021-04-24,Twitter_performance_PT_All_AppInstall_cpi_iOS_Installs_0_0_0_DigitalBudget_NoPromo_0_25032021 (faht5),31.0,7,3,1
2021-02-27,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),36.0,7,2,0
2021-05-21,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),31.0,7,0,0
2021-03-20,Twitter_performance_PL_All_AppInstall_cpi_iOS_Installs_0_0_0_HQBudget_NoPromo_0_18032021 (f9nee),31.0,7,2,0
2021-02-23,Twitter_Performance_PL_ALL_AppInstall_cpi_Android_Installs_0_Broad_GenericAlwaysOn_HQBudget_NoPromo_0_03022021 (f21dp),30.0,7,3,2
2021-05-17,Twitter_performance_ES_All_AppInstall_cpi_iOS_Broad_Installs_0_0_0_DigitalBudget_NoPromo_0_07052021 (fg379),27.0,7,4,1
2021-03-24,Twitter_performance_PL_All_AppInstall_cpi_iOS_Installs_0_0_0_HQBudget_NoPromo_0_18032021 (f9nee),27.0,7,1,0
